ID,Amount,Date,Comment
100001,102.13,06/27/2016,Tally savings
100002,2.78,06/27/2016,Tally savings
100005,0.3,06/27/2016,Tally savings
100028,4.77,06/27/2016,Tally savings
100030,4.78,06/27/2016,Tally savings
100032,4.59,06/27/2016,Tally savings
100033,3.34,06/27/2016,Tally savings
100035,4.48,06/27/2016,Tally savings
100039,5.87,06/27/2016,Tally savings
100042,0.3,06/27/2016,Tally savings
