ID,Amount,Date,Comment
100001,96.38,06/30/2016,Tally savings
100002,2.65,06/30/2016,Tally savings
100003,0.14,06/30/2016,Tally savings
100005,0.62,06/30/2016,Tally savings
100028,5.28,06/30/2016,Tally savings
100030,5.29,06/30/2016,Tally savings
100032,5.12,06/30/2016,Tally savings
100033,3.49,06/30/2016,Tally savings
100035,5.01,06/30/2016,Tally savings
100039,5.83,06/30/2016,Tally savings
100042,0.05,06/30/2016,Tally savings
