ID,Amount,Date,Comment
100001,100.73,06/16/2016,Tally savings
100002,2.58,06/16/2016,Tally savings
100003,0.63,06/16/2016,Tally savings
100005,0.71,06/16/2016,Tally savings
100028,4.83,06/16/2016,Tally savings
100030,4.31,06/16/2016,Tally savings
100032,4.62,06/16/2016,Tally savings
100033,1.94,06/16/2016,Tally savings
100035,4.85,06/16/2016,Tally savings
100039,5.37,06/16/2016,Tally savings
