ID,Amount,Date,Comment
100001,99.81,06/13/2016,Tally savings
100002,2.44,06/13/2016,Tally savings
100003,0.34,06/13/2016,Tally savings
100005,0.43,06/13/2016,Tally savings
100028,3.89,06/13/2016,Tally savings
100030,3.32,06/13/2016,Tally savings
100032,3.65,06/13/2016,Tally savings
100033,1.26,06/13/2016,Tally savings
100035,4.32,06/13/2016,Tally savings
100039,5.3,06/13/2016,Tally savings
