ID,Amount,Date,Comment
100001,93.7,06/06/2016,Tally savings
100002,2.44,06/06/2016,Tally savings
100003,0.05,06/06/2016,Tally savings
100005,0.59,06/06/2016,Tally savings
100028,7.87,06/06/2016,Tally savings
100030,7.21,06/06/2016,Tally savings
100032,8.89,06/06/2016,Tally savings
100033,8.23,06/06/2016,Tally savings
100035,8.77,06/06/2016,Tally savings
100039,8.54,06/06/2016,Tally savings
