ID,Amount,Date,Comment
100001,167.64,05/26/2016,Tally savings
100002,4.83,05/26/2016,Tally savings
100003,0.31,05/26/2016,Tally savings
100005,0.5,05/26/2016,Tally savings
100019,0.26,05/26/2016,Tally savings
